_id,body,cites_papers
103048963,Female students feel more judged for #HookingUp; feeling judged--&gt; inequitable power dynamics in both sexes. https://t.co/ttz5QksCQi,"[{""$numberLong"":""6720977""}]"
103055990,RT @DrZhana: Female students feel more judged for #HookingUp; feeling judged--&gt; inequitable power dynamics in both sexes. https://t.co/ttz5…,"[{""$numberLong"":""6720977""}]"
103079066,RT @cygraham_graham: What’s Gender Got to Do With It? Sexual Double Standards &amp; Power in Heterosexual  Hookups @drRobinM @JohnSakaluk https…,"[{""$numberLong"":""6720977""}]"
113105961,What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/VMdoCyVJv3 HT @VanderbiltU,"[{""$numberLong"":""6720977""}]"
113125298,What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/3ECJvhj9gN HT @VanderbiltU,"[{""$numberLong"":""6720977""}]"
113236503,What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/ktW3kJNbRy HT @VanderbiltU,"[{""$numberLong"":""6720977""}]"
113236508,RT @HIV_Insight: What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/ktW3kJNbRy…,"[{""$numberLong"":""6720977""}]"
113236843,RT @HIV_Insight: What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/ktW3kJNbRy…,"[{""$numberLong"":""6720977""}]"
116027990,RT @HIV_Insight: What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/ktW3kJNbRy…,"[{""$numberLong"":""6720977""}]"
116028561,RT @HIV_Insight: What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/ktW3kJNbRy…,"[{""$numberLong"":""6720977""}]"
116027783,What's Gender Got to Do w It? Sexual Double Standards &amp; Power in Heterosexual College Hookups [a] https://t.co/ktW3kJNbRy HT @VanderbiltU,"[{""$numberLong"":""6720977""}]"
119472809,RT @JocelynWentland: Such interesting findings re power and hooking up and reverse double standards! Nice work @drRobinM @JohnSakaluk  http…,[6720977]
101888546,Read our newly published research on parenting stress and sexual satisfaction https://t.co/P4KsIUVGmN,"[{""$numberLong"":""6746548""}]"
105979380,赤ちゃんが生まれてから6か月後の母親の育児ストレスがそれから6か月後の性的満足感の低さを予測するが、父親では予測しない。母親の育児ストレスが高いと半年後の父親の性的満足感が低くなるが、父親の育児ストレスは母親の性的満足感を予測しない。https://t.co/GvPYTp8jo2,"[{""$numberLong"":""6746548""}]"
101949060,"""Speaking of Guns"" and other important insights from Israel @gunfreehome https://t.co/cXQfmDFkGe","[{""$numberLong"":""6757207""}]"
101958469,"RT @saraia555: ""Speaking of Guns"" and other important insights from Israel @gunfreehome https://t.co/cXQfmDFkGe","[{""$numberLong"":""6757207""}]"
102086750,Find the new Annual Review of Sex Research paper online at JSR https://t.co/r76xYHn5pq It will be free when I tweet it in a month or so!,"[{""$numberLong"":""6780668""}]"
102175790,Just when you thought there couldn't possibly be any more reviews trying to shoot down Bateman's principles... https://t.co/IQMPsFX0xp,"[{""$numberLong"":""6780668""}]"
102181161,RT @StuartWigby: Just when you thought there couldn't possibly be any more reviews trying to shoot down Bateman's principles... https://t.c…,"[{""$numberLong"":""6780668""}]"
109308707,"Phenomenal new paper by Zuleyma Tang-Martinez. Should be required reading for all evolutionary biologists!

https://t.co/Jevk7mCzaz","[{""$numberLong"":""6780668""}]"
109312138,"RT @ambikamath: Phenomenal new paper by Zuleyma Tang-Martinez. Should be required reading for all evolutionary biologists!

https://t.co/Je…","[{""$numberLong"":""6780668""}]"
157953566,"@WednesdayMartin We also published a great, comprehensive review paper on just this by Zuleyma Tang-Martinez last year. https://t.co/E5nUG51rJQ",[6780668]
158029099,"RT @SarivanAnders: @WednesdayMartin We also published a great, comprehensive review paper on just this by Zuleyma Tang-Martinez last year.…",[6780668]
102686433,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/8XYico1fXm HT @UNB","[{""$numberLong"":""6788837""},{""$numberLong"":""6788837""}]"
102686570,"RT @HIV_Insight: ""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/8XYico1fXm HT @UNB","[{""$numberLong"":""6788837""},{""$numberLong"":""6788837""}]"
102686596,"RT @HIV_Insight: ""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/8XYico1fXm HT @UNB","[{""$numberLong"":""6788837""},{""$numberLong"":""6788837""}]"
102690122,"RT @HIV_Insight: ""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/8XYico1fXm HT @UNB","[{""$numberLong"":""6788837""},{""$numberLong"":""6788837""}]"
102699485,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/c4qdlc6kJU HT @UNB","[{""$numberLong"":""6788837""}]"
102786341,"""I have a nice gross vagina”: Understanding Young Women’s Genital Self-Perceptions  https://t.co/X94XgbQVWK via @cygraham_graham","[{""$numberLong"":""6788837""}]"
103289816,Interviews w/ 20 women find many have #MixedFeelings abt their vaginas which fluctuate over time &amp; situations. https://t.co/uyDTpXoGc5,"[{""$numberLong"":""6788837""}]"
103292220,RT @DrZhana: Interviews w/ 20 women find many have #MixedFeelings abt their vaginas which fluctuate over time &amp; situations. https://t.co/uy…,"[{""$numberLong"":""6788837""}]"
103293006,RT @DrZhana: Interviews w/ 20 women find many have #MixedFeelings abt their vaginas which fluctuate over time &amp; situations. https://t.co/uy…,"[{""$numberLong"":""6788837""}]"
105343751,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/8XYico1fXm HT @UNB","[{""$numberLong"":""6788837""}]"
105344131,"RT @HIV_Insight: ""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/8XYico1fXm HT @UNB","[{""$numberLong"":""6788837""}]"
139228022,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/gIzTdEvehw HT @UNB #Sexuality",[6788837]
139228020,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/lOGJcAm9xu HT @UNB #Sexuality",[6788837]
139228021,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/9IXHW2P1oo HT @UNB #Sexuality",[6788837]
139228229,"RT @HIV_Insight: ""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/9IXHW2P1oo HT @UNB #Se…",[6788837]
139233936,"RT @HIV_Insight: ""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/9IXHW2P1oo HT @UNB #Se…",[6788837]
141274976,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/gIzTdEvehw HT @UNB  #Sexuality",[6788837]
141274975,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/9IXHW2P1oo HT @UNB  #Sexuality",[6788837]
141274978,"""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/lOGJcAm9xu HT @UNB  #Sexuality",[6788837]
141275274,"RT @HIV_Insight: ""I Have a Nice Gross Vagina"": Understanding Young Women's Genital Self-Perceptions [a] https://t.co/9IXHW2P1oo HT @UNB  #S…",[6788837]
141275496,"Self perception can be a big deal. Sex is generally thought of as ""dirty"" or ""nasty."" You can still ""get down"" AND be healthy.
#condoms https://t.co/uGUMaz5RU3",[6788837]
102280257,RT @AndrewSabisky: decreasing femininity scores over the last few decades (amongst women) on the Bem sex-role inventory https://t.co/wplQry…,"[{""$numberLong"":""6815887""}]"
102307700,RT @AndrewSabisky: decreasing femininity scores over the last few decades (amongst women) on the Bem sex-role inventory https://t.co/wplQry…,"[{""$numberLong"":""6815887""}]"
102307712,RT @AndrewSabisky: decreasing femininity scores over the last few decades (amongst women) on the Bem sex-role inventory https://t.co/wplQry…,"[{""$numberLong"":""6815887""}]"
102317918,RT @AndrewSabisky: decreasing femininity scores over the last few decades (amongst women) on the Bem sex-role inventory https://t.co/wplQry…,"[{""$numberLong"":""6815887""}]"
102438047,RT @AndrewSabisky: decreasing femininity scores over the last few decades (amongst women) on the Bem sex-role inventory https://t.co/wplQry…,"[{""$numberLong"":""6815887""}]"
102705273,"Masculine and Feminine Traits on the Bem Sex-Role Inventory, 1993–2012: a Meta-Analysis - Online First - Springer https://t.co/tZClw4cgQw","[{""$numberLong"":""6815887""}]"
108406033,"@Twesterby @berlinske @mariaklinke 
Se også en metaanalyse af TESTRESULTATER 1993-2012:
https://t.co/SdyimU6Phb","[{""$numberLong"":""6815887""}]"
129922830,Is it time to bin the Bem Sex-Role Inventory? https://t.co/WkgJsk7Y7O,[6815887]
158221692,Vrouwen zijn in de loop van de tijd minder vrouwelijk geworden. Mannen nog even mannelijk als voorheen. #SIRE #SIREcampagne https://t.co/Qy2Mz2vLP8,[6815887]
102205781,New #openaccess article from Sex Roles! Gender-Role Portrayals in Television Advertising Across the Globe: https://t.co/rwV0kTwGKs,"[{""$numberLong"":""6817176""}]"
117976398,Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.co/wYI2Zp0O7x,"[{""$numberLong"":""6817176""}]"
117980285,Just leave this here. https://t.co/ZtMK7OMhXL,[6817176]
117982903,"Según estudio, no hay relación entre estereotipos sexuales en TV e igualdad entre los sexos en los países https://t.co/r8amfFIWdT",[6817176]
117983214,"RT @pitiklinov: Según estudio, no hay relación entre estereotipos sexuales en TV e igualdad entre los sexos en los países https://t.co/r8am…",[6817176]
117996759,"""@YeyoZa: Study found no relation between gender stereotypes in TV advertising &amp; gender equality across... https://t.co/7i47KeV5JI""","[{""$numberLong"":""6817176""}]"
118019566,"no hay relación entre estereotipos sexuales en la televisión e igualdad entre los sexos en los países:
https://t.co/K70f4AeqQg","[{""$numberLong"":""6817176""}]"
117983311,"RT @pitiklinov: Según estudio, no hay relación entre estereotipos sexuales en TV e igualdad entre los sexos en los países https://t.co/r8am…",[6817176]
117983679,"RT @pitiklinov: Según estudio, no hay relación entre estereotipos sexuales en TV e igualdad entre los sexos en los países https://t.co/r8am…",[6817176]
117990067,"RT @pitiklinov: Según estudio, no hay relación entre estereotipos sexuales en TV e igualdad entre los sexos en los países https://t.co/r8am…",[6817176]
118197575,"RT @pitiklinov: Según estudio, no hay relación entre estereotipos sexuales en TV e igualdad entre los sexos en los países https://t.co/r8am…",[6817176]
157103980,Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.co/DCTVzLTVZy,[6817176]
157104027,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157104334,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157104931,@MartinDaubney sadly a day late! From the Excellent source of info - yeyo https://t.co/r1m2EJdjis,[6817176]
157104981,"@AVAproject @guardian Research says otherwise:

https://t.co/MwFGvZYYmm",[6817176]
157105705,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157106585,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157106593,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157106858,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157106860,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157109134,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157114015,Gender-Role Portrayals in Television Advertising Across the Globe | SpringerLink https://t.co/1Oyo9R03qz,[6817176]
157114304,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157117305,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157117776,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157119927,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157123043,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157125131,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157125245,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157125391,@Lord_Baelish1 @adamwjmannas @Ella_M_Whelan https://t.co/bFkWJW92ic,[6817176]
157126445,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157126474,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157126488,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157127704,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157127736,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157128533,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157128846,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157130376,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157130529,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157130881,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157132261,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157135841,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157136751,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157141200,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157145495,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157148114,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157148376,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157149393,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157149498,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157152276,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157153358,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157160170,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157162450,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157163856,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157169323,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157185410,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157190528,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157194750,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157201256,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157201369,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157203774,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157205749,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157218145,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157236933,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157238638,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157294170,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157306143,"RT @GuruAnaerobic: @AVAproject @guardian Research says otherwise:

https://t.co/MwFGvZYYmm",[6817176]
157368446,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157412620,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
157668731,RT @YeyoZa: Study found no relation between gender stereotypes in TV advertising and gender equality across different countries https://t.c…,[6817176]
160084638,Gender-Role Portrayals in Television Advertising Across the Globe   https://t.co/882tZf4Znv,[6817176]
102208651,Check out the abstract here: https://t.co/aILKXAMexM https://t.co/CNhyMxmQHB,"[{""$numberLong"":""6817510""}]"
102322891,"Great Example of a Study Revealing Sex and Gender Differences in Uric Acid and Cardiomyopathy"" https://t.co/j0OQlcJZ1i #bsd @GoWomensHealth","[{""$numberLong"":""6835321""}]"
102327466,"RT @mcgregormd: Great Example of a Study Revealing Sex and Gender Differences in Uric Acid and Cardiomyopathy"" https://t.co/j0OQlcJZ1i #bsd…","[{""$numberLong"":""6835321""}]"
102650843,Could allopurinol be a sex-specific treatment for obstructive cardiomyopathy in women? https://t.co/34J9JbEGu2,"[{""$numberLong"":""6835321""}]"
102378378,Evidence for Young Adult Resilience in “Sensitive Topics” Research @SexualContinuum https://t.co/HHELRS1KU7,"[{""$numberLong"":""6843118""}]"
102632597,New #research for #mentalhealth researchers! Asking students sensitive qs may not be risky https://t.co/QDuNOsgCJc https://t.co/I4Ee4vwM3j,"[{""$numberLong"":""6843118""}]"
102632764,RT @DrJTJohnson: New #research for #mentalhealth researchers! Asking students sensitive qs may not be risky https://t.co/QDuNOsgCJc https:/…,"[{""$numberLong"":""6843118""}]"
103579824,"RT @DrZhana: Is participating in #SexResearch emotionally distressing for sensitive demographics (eg youth, minorities..?) Nope! https://t.…","[{""$numberLong"":""6843118""}]"
103579756,"Is participating in #SexResearch emotionally distressing for sensitive demographics (eg youth, minorities..?) Nope! https://t.co/BxI5F2WiA5","[{""$numberLong"":""6843118""}]"
103580132,Link to study: https://t.co/BxI5F2WiA5 https://t.co/YmW2fyF4HG,"[{""$numberLong"":""6843118""}]"
103597963,RT @DrZhana: Link to study: https://t.co/BxI5F2WiA5 https://t.co/YmW2fyF4HG,"[{""$numberLong"":""6843118""}]"
103606230,Do Some Students Need Special Protection From Research on Sex and Trauma? New Evidence for Young... https://t.co/4dFt3FMOMu,"[{""$numberLong"":""6843118""}]"
103610556,Do Some Students Need Special Protection From Research on Sex and Trauma? New Evidence for Young... https://t.co/hqebxFywkU,"[{""$numberLong"":""6843118""}]"
103620971,"Research: it seems that participation in sex research may be no more stressful than life stressors. So, participate! https://t.co/eyvUJXeDrU","[{""$numberLong"":""6843118""},{""$numberLong"":""6843118""}]"
103628305,"Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5JieOBG2W","[{""$numberLong"":""6843118""}]"
103628361,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103628414,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103628904,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103629019,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103629531,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103630289,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103630301,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103630480,"@sarahpressman whoa, just a few. You might also like this. One author from your school: https://t.co/YNLNTcjy0z","[{""$numberLong"":""6843118""}]"
103631028,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103631484,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103632915,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103633261,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103638420,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103639484,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""},{""$numberLong"":""6843118""}]"
103643923,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103645824,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103647374,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103649550,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103649922,https://t.co/EZ9ZIucS9b,"[{""$numberLong"":""6843118""},{""$numberLong"":""6843118""}]"
103653320,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103653857,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103662037,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103671401,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103703803,"MT @clairlemon: Students not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/Kcy4z4BKOQ","[{""$numberLong"":""6843118""},{""$numberLong"":""6843118""}]"
103704254,"RT @JustinLehmiller: MT @clairlemon: Students not traumatised by ""sensitive topics"" research; ethics committees should get out of the way h…","[{""$numberLong"":""6843118""},{""$numberLong"":""6843118""}]"
103726019,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103729705,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103730472,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103735590,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103737255,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103741340,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103742753,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103750425,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103751410,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103763369,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103829930,Do Some Students Need Special Protection From Research on Sex and Trauma? New Evidence for Young Adult Resilience in…https://t.co/0LuZW6V4mQ,"[{""$numberLong"":""6843118""}]"
103880832,Do Some Students Need Special Protection From Research on Sex and Trauma? New Evidence for Young Adult Resilience in https://t.co/CqOvFEYm2x,"[{""$numberLong"":""6843118""}]"
104009015,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
103977493,RT @DrZhana: Link to study: https://t.co/BxI5F2WiA5 https://t.co/YmW2fyF4HG,"[{""$numberLong"":""6843118""}]"
104877492,"Do Some Students Need Special Protection From Research on Sex &amp; Trauma? 
Resilience in “Sensitive Topics” Research https://t.co/uAwqt96syo","[{""$numberLong"":""6843118""}]"
104877503,"RT @HIV_Insight: Do Some Students Need Special Protection From Research on Sex &amp; Trauma? 
Resilience in “Sensitive Topics” Research https:/…","[{""$numberLong"":""6843118""}]"
104877553,"RT @HIV_Insight: Do Some Students Need Special Protection From Research on Sex &amp; Trauma? 
Resilience in “Sensitive Topics” Research https:/…","[{""$numberLong"":""6843118""}]"
104972151,RT @DrZhana: Link to study: https://t.co/BxI5F2WiA5 https://t.co/YmW2fyF4HG,"[{""$numberLong"":""6843118""}]"
104980894,"RT @HIV_Insight: Do Some Students Need Special Protection From Research on Sex &amp; Trauma? 
Resilience in “Sensitive Topics” Research https:/…","[{""$numberLong"":""6843118""}]"
105384804,"RT @clairlemon: Students are not traumatised by ""sensitive topics"" research; ethics committees should get out of the way https://t.co/T5Jie…","[{""$numberLong"":""6843118""}]"
105408511,"RT @DrZhana: Is participating in #SexResearch emotionally distressing for sensitive demographics (eg youth, minorities..?) Nope! https://t.…","[{""$numberLong"":""6843118""}]"
106077557,Study finds that participating in research on sensitive topics is less distressing than many IRBs assume: https://t.co/bvATXfdtes #research,"[{""$numberLong"":""6843118""}]"
106087823,RT @colincapaldi: Study finds that participating in research on sensitive topics is less distressing than many IRBs assume: https://t.co/bv…,"[{""$numberLong"":""6843118""}]"
106138375,RT @colincapaldi: Study finds that participating in research on sensitive topics is less distressing than many IRBs assume: https://t.co/bv…,"[{""$numberLong"":""6843118""}]"
107141950,"Do Some Students Need Special Protection From Research on Sex &amp; Trauma? 
Resilience in “Sensitive Topics” Research https://t.co/uAwqt96syo","[{""$numberLong"":""6843118""}]"
