Positive	Negative	Text
1	-1	Participating in a Culture of Consent May Be Associated With Lower Rape-Supportive Beliefs   [7064295]
1	-1	Academic "Participating in a Culture of Consent May Be Associated With Lower Rape-Supportive Beliefs" bdsm kink [7064295]
1	-1	Academic "Participating in a Culture of Consent May Be Associated With Lower Rape-Supportive Beliefs" [7064295]
2	-4	Those involved in BDSM are less likely to hold benevolent sexist beliefs, endorse rape myths or victim blame [7064295]
1	-1	Neat study by NIU peeps Participating in a Culture of Consent May Be Associated With Lower Rape-Supportive Beliefs [7064295]
1	-1	Participating in a Culture of Consent May Be Assoc w Lower Rape-Supportive Beliefs [a] HT [7064295]
3	-1	Under-researched topic" Sexually experienced adolescents' thoughts about sexual pleasure [7064306]
3	-1	Under-researched topic" Sexually experienced adolescents' thoughts about sexual pleasure   htt [7064306]
1	-2	Sexually active teen girls are motivated to talk w partners abt SexualPleasure but often lack the needed skills [7064306]
1	-1	Sexually Experienced Adolescents' Thoughts About Sexual Pleasure [a] HT [7064306]
4	-1	Excited that my article Sexually Experienced Adolescents Thoughts About Sexual Pleasure has an issue! Check it out [7064306]
1	-2	Primary fundraising challenges specific to Repub women  Gender, Partisanship, and Fundraising Support in 2010/2012 [7078684]
1	-1	LGBTTs of Turkey between the east and the west  the city and the world through their eyes Gney and Seluk LGBTT [7080865]
1	-1	LGBTTs of Turkey between the east and the west  the city and the world through their eyes Gney and Seluk LGBTT  [7080865]
1	-1	Mercan Efe Gney and rem Ayhan Seluk, LGBTTs of Turkey between the east and the west, [7080865]
1	-1	LGBTTs of Turkey between the east and the west, by Mercan Efe Gney and rem Ayhan Seluk, [7080865]
2	-1	Our qual study of sexual desire in men 30-65 yrs in long-term rel'ps has been published! [7114747]
2	-1	Our qual study of sexual desire in men 30-65 yrs in long-term rel'ps has been published!    h [7114747]
1	-2	What turns on men in LTRs? Feeling desired novelty communication Turn offs rejection lack of emo connection [7114747]
1	-1	A Qualitative Exploration of Factors That Affect Sexual Desire Among Men Aged 30 to 65 in Long-Term Relationships [7114747]
1	-1	briandavidearp A Qualitative Exploration of Factors That Affect Sexual Desire Among Men Aged 30 to 65 in Long-Ter [7114747]
1	-1	A Qualitative Exploration of Factors That Affect Sexual Desire Among Men Aged 30 to 65 in Long-Term Relationships  [7114747]
1	-1	MT   What turns on men in LTRs? Feeling desired novelty communication [7114747]
1	-1	Factors That Affect Sexual Desire among Men Aged 30 - 65 in Long-Term Relationships [a] HT [7114747]
2	-2	Surprise! Men are not cold-hearted machines They have feelings and desire emotional connection just like women [7114747]
1	-1	Sexuality professionals have always known male sexual desire is certainly more complex than the media and society perceive it [7114747]
1	-1	Mens sexual desire may be more complex and relational than previous research suggests [7114747]
2	-2	Surprise! Men are not cold-hearted machines They have feelings and desire emotional connection just like women  [7114747]
2	-1	First first-author paper! Not a math/stat journal, but it's a start! kidsandsex [7115624]
1	-1	Patterns of Sexual Experience Among Urban Latino and African American Ninth Grade Students [7115624]
1	-1	19% of Latino and Black 9th graders report vaginal sex 16% OralSex, 6% AnalSex (neither delays or subs 4 vaginal) [7115624]
1	-1	Journal of Sex Research investigates patterns of sexual behavior in Latino and African American 9th graders [7115624]
1	-1	SexSciSociety  kinseyinstitute Journal of Sex Research investigates patterns of sexual behavior in Latino and [7115624]
1	-1	nRICHd_Pursuits  SexSciSociety  kinseyinstitute Journal of Sex Research investigates patterns of sexual  [7115624]
1	-1	'Jimmy cap before you tap' developing condom use messages for African-American women [7135168]
3	-1	I liked this article on sexualhealth communication as it acknowledges that broad-brush approaches do not work [7135168]
1	-3	Interviews w/ Black women find CondomUse is disliked by partners and associated more w pregnancy (vs HIV) prevention [7135168]
1	-1	Jimmy Cap Before You Tap Developing Condom Use Messages for African American Women [a] HT [7135168]
1	-1	Jimmy Cap Before You Tap Developing Condom Use Messages for African American Women [a] HT   [7135168]
2	-1	Morning!  Hot off the press, my new article in Politics and Gender on intersectionality and US election campaigns [7136436]
1	-1	Seeing Double Race, Gender, and Coverage of Minority Women's Campaigns for the US House of [7136436]
1	-1	Same party list position does not guarantee the same media coverage for men and women, with   now out  [7139322]
1	-2	Invisible Women? by   and [7139322]
1	-1	Politics and Gender - Invisible Women? Comparing Candidates News Coverage in Europe [7139322]
1	-1	Same party list position does not guarantee the same media coverage for men and women, with   now out [7139322]
1	-1	1/2 New from   and   Media coverage male and female candidates [7139322]
1	-1	1/2 New from   and   Media coverage male and female candidates  [7139322]
1	-1	ICD_CSW Even highly prominentandcompetitive candidates, media bias remains in EU25,reflects parties preselection [7139322]
1	-1	ICD_CSW Study reports that "Motherhood penalty" does not apply in WomenInPolitics  social media use [7139322]
1	-1	Masturbation Experiences of Swedish Senior High School Students Gender Differences and Similarities [7160231]
1	-1	Masturbation Experiences of Swedish Senior High School Students Gender Differences and Similarities   ht [7160231]
1	-1	STUDY Masturbation Experiences of Swedish Senior High School Students Gender Differences and Similarities SXRS [7160231]
1	-1	Even in gender-equal Sweden, young men masturbate more than women, but many men and women report similar experiences [7160231]
2	-1	Gender differences in masturbation (and orgasm!) experiences 1st graph women 2nd graph men [7160231]
1	-1	Masturbation Experiences of Swedish Senior High School Students Gender Differences and Similarities [a] HT [7160231]
1	-1	Masturbation Experiences of Swedish Senior High School Students Gender Differences and Similarities [a] [7160231]
2	-1	Stephanie Miedema -- an EmorySociology grad student -- has a new article in Gender and Society Check it out! [7340942]
1	-4	Social inequalities, empowerment, and womens transitions into abusive marriages a case study from Myanmar [7340942]
1	-4	women and abusive marriages a case study from Myanmar   StopVAW [7340942]
1	-1	Social Inequalities, Empowerment, and Womens Transitions into Abusive Marriages A Case Study  gendersociety [7340942]
1	-1	"These Critics (Still) Dont Write Enough about Women Artists" Gender Inequality in the Newspa gendersociety [7353064]
1	-1	The Division of Child Care, Sexual Intimacy, and Relationship Quality in Couples gendersociety [7353065]
2	-2	The division of child care, sexual intimacy, and relationship quality in couples [7353065]
2	-2	Equal division of child care in hetero cpls linked 2 higher quality rltnshps and more satisfying SexLife 4 both sexes [7353065]
2	-1	Men benefit from doing childcare, but it also improves rel quality and intimacy compared to mom's doing it all [7353065]
2	-1	Men benefit from doing childcare, but it also improves rel quality and intimacy compared to mom's doing it all  [7353065]
1	-1	Neuro_Skeptic Influence of menstrual cycle phase on resting-state functional connectivity [7360918]
1	-1	Influence of menstrual cycle phase on resting-state functional connectivity [7360918]
1	-1	Closer steps toward understanding influence of menstrual cycle on smoking cessation in women bsd [7360918]
1	-1	Influence of menstrual cycle phase on resting-state functional connectivity in naturally cycling, cigarette bsd [7360918]
1	-2	Research | Influence of menstrual cycle phase on cigarette-dependent women | [7360918]
1	-2	Influence of menstrual cycle phase on resting-state functional connectivity in cycling, cigarette-dependent women [7360918]
3	-2	Girls- want to quit smoking? Start the week before your period, your resolve is stronger! [7360918]
1	-2	MenstrualCycle influence on resting-state functional connectivity in naturally cycling, cigarette-dependent women [7360918]
2	-1	Young women more likely to endorse same-gender attraction, but men reach sexual orientation milestones earlier [7562875]
1	-1	Endorsement and Timing of Sexual Orientation Developmental Milestones Sexual Minority Young Adults [a] HT [7562875]
1	-1	Endorsement and Timing of Sexual Orientation Developmental Milestones Sexual Minority Young Adults [a] [7562875]
2	-1	It's good to see research on this important and under-studied topic Onset of sexual feelings, behaviour and identity [7562875]
1	-1	Endorsement and Timing of Sexual Orientation Developmental Milestones Sexual Minority Young Adults [7562875]
1	-1	We just published "Still Second Class Sexual Harassment of Graduate Students"  institutionalbetrayal  AND [7583185]
3	-1	The journal we published in is respected peer-reviewed  institutionalbetrayal AND [7583185]
1	-3	New study on sexual harassment of women grad students by UO psychologist Jennifer Freyd and her collaborators [7583185]
1	-3	38% of female grad students report experiencing SexualHarassment at school harassment linked to negative outcomes [7583185]
1	-1	Citation is at found via [7583185]
1	-1	Still Second Class Sexual Harassment of Graduate Students [a] HT [7583185]
1	-1	Free research - Still Second Class Sexual Harassment of Graduate Students [7583185]
1	-1	"Still Second Class Sexual Harassment of Graduate Students" [7583185]
1	-2	SAGEpsychology Still Second Class Sexual Harassment of Graduate Students PWQ4U [7583185]
1	-1	Still Second Class Sexual Harassment of Graduate Students [7583185]
2	-1	Yes! Let's do a better job incorporating intersectionality into quantitative psychology research [7604628]
1	-1	Invited Reflection Intersectionality Theory and Feminist Psychology Psychiatry [7614038]
1	-1	Invited Reflection Intersectionality as an Epistemological Challenge to  Psychiatry [7614045]
1	-2	Cy BiolSexDiffer Age and sex dependent effects of early overnutrition on metabolic parameters and the role of [8057247]
2	-1	My article (coauthor Yulia Dementieva) titled The Contextual Specificity of Gender is now online!  springerlink [8084434]
2	-1	My article (coauthor Yulia Dementieva) titled The Contextual Specificity of Gender is now online! [8084434]
1	-1	Contextual Specificity of Gender Femininity and Masculinity in College Students Same- Other-Gender Peer Contexts [8084434]
1	-1	Study Doing Gender Online New Mothers Psychological Characteristics, Facebook Use, and Depressive Symptoms [8175741]
2	-1	Study explains why some new moms post the baby pictures non-stop on socialmedia Via Sex Roles Journal [8175741]
1	-1	New Mothers' Psychological Characteristics, Facebook Use, and Depressive Symptoms [8175741]
1	-4	Facebook activity and profile pictures can help identify new mothers at risk for postpartum depression [8175741]
1	-1	Has the American Publics Interest in Info Related to Rel'ps Beyond The Couple Increased Over Time? [8191883]
1	-1	Has the American Publics Interest in Info Related to Rel'ps Beyond The Couple Increased Over Time?    [8191883]
2	-1	Has the American public interest in Polyamory and Open Relationships increased from 2006 to 2015? Another [8191883]
4	-1	article suggests rules of romance are changing as web searches for poly and openrelationships increase [8191883]
1	-1	Polyamory trending? Has Interest in Information Related to Relationships Beyond The Couple Increased Over Time? [8191883]
3	-1	NICE!!  Google Trends shows that searches for polyamory and open relationships have increased over the last ten [8191883]
1	-1	Google searches for polyamory have significantly increased from 2006-2016, esp relative to other popular searches [8191883]
1	-1	NormanBuffong  DrZhana Google searches for polyamory have significantly increased from 2006-2016, esp relati [8191883]
1	-1	Has American Public's Interest in Information Related to Relationships Beyond "The Couple" Increased Over Time? [a] [8191883]
1	-1	Has American Public's Interest in Information Related to Relationships Beyond "The Couple" Increased Over Time? [a]  [8191883]
1	-1	Has the American Publics Interest in Information Related to Relationships Beyond The Couple Increased Over Time? [8191883]
4	-2	Grateful for Tumbleweed review in  ! Love the adjectives ambitious compelling careful optimistic+ bleak! [8201062]
1	-1	'Cisgender psychologists' attitudes to trans people'   now OpenAccess via FAC LBGT research [8270885]
1	-1	'Cisgender psychologists' attitudes to trans people'   now OpenAccess via FAC LBGT [8270885]
1	-1	Media Coverage of Female and Male High Court Appointees in Five Democracies New from   and others [8336040]
1	-1	Kathryn Yount, Stephanie Miedema and Chris Martin of EmorySociology publish new article in the journal, Sex Roles [8344121]
1	-1	Gender ideologies and young mens responses to work/family policies menshealth gender [8393154]
1	-1	Masculinity and the Stalled Revolution How Gender Ideologies, Norms Shape Mens Responses to WorkFamily Policies [8393154]
1	-1	How Gender Ideologies and Norms Shape Mens Responses to WorkFamily Policies genderequity masculinity (paywall) [8393154]
1	-1	Masculinity and the Stalled Revolution How Gender Ideologies and Norms Shape Young Mens Respo gendersociety [8393154]
2	-1	Men are more likely to support shared care work if they think their peers do this too [8393154]
1	-1	How gender norms shape young mens responses to work/family policies menshealth [8393154]
2	-1	New paper on family-friendly legislative practices in Politics and Gender with Dave Cutts ( ) and   -  [8394340]
2	-2	You might find this useful from me and colleagues - - AMs under growing pressures [8394340]
1	-2	Why do young ppl use condoms? For protection against pregnancy (51% of partners) STIs (17%) both (33%) [8425654]
1	-1	Competing Priorities Partner-Specific Relationship Characteristics and Motives for Condom Use At-Risk Young Adults  [8425654]
1	-1	Competing Priorities Partner-Specific Relationship Characteristics and Motives for Condom Use At-Risk Young Adults [8425654]
1	-1	Competing Priorities Partner-Specific Relationship Characteristics and Motives for At-Risk Young Adults Condom Use [8425654]
1	-1	Partner-Specific Relationship Characteristics and Motives for Condom Use Among At-Risk Young Adults [8425654]
1	-4	fear of negative evaluation and social distress when dating associated with sexting behaviors [8425971]
1	-1	Relational Anxiety and Sexting [8425971]
1	-3	New study Relational anxiety and sexting [8425971]
2	-1	Would someone mind sexting (or emailing me) a copy of this sexting paper? Thanks very much [8425971]
1	-4	Undergrads sexting linked to low attachment avoidance, fear of negative evaluation and social distress when dating [8425971]
1	-1	Relational Anxiety and Sexting [a] MT [8425971]
1	-3	MT   New study Does relational anxiety pressure young adults to participate in sexting? [8425971]
1	-3	New Journal of Sex Research study Does relational anxiety pressure young adults to participate in sexting? [8425971]
1	-3	SexSciSociety  kinseyinstitute New Journal of Sex Research study Does relational anxiety pressure young ad [8425971]
1	-3	nRICHd_Pursuits  SexSciSociety  kinseyinstitute New Journal of Sex Research study Does relational anxie [8425971]
1	-4	Low attachment avoidance and high fear of negative evaluation from a dating partner predict why people sext [8425971]
1	-1	Profiles of African Am College Students Alcohol Use and Sexuality Assoc w Stress, Discrimination and Social Support [8439929]
1	-1	Profiles of African Am College Students' Alcohol Use and Sexuality Assoc w Stress, Discrimination and Social Support [8439929]
1	-1	African Am College Students Alcohol Use and Sexual Behaviors Stress, Discrimination and Support Impact [8439929]
1	-1	African Am College Students Alcohol Use and Sexual Behaviors Stress, Discrimination and Support Impact HT [8439929]
1	-1	Do Women and Men Respond Differently to Negative News? [8443207]
1	-1	Politics and Gender - He Said, She Said The Impact of Candidate Gender in Negative Campaigns [8443211]
1	-1	The Impact of Candidate Gender in Negative Campaigns [8443211]
2	-1	Interesting new study Exploring US Social Work Students Sexual Attitudes and Abortion Viewpoints [8457277]
1	-1	New article from research team on US MSW student's attitudes on sexuality and abortion in Journal of Sex Research [8457277]
1	-1	Exploring US Social Work Students Sexual Attitudes and Abortion Viewpoints [8457277]
1	-1	Exploring US Social Work Students Sexual Attitudes and Abortion Viewpoints [a] HT [8457277]
2	-1	Hot of the presses! Development of a new measure of sexual contingent self-worth [8463231]
1	-1	Development and Validation of the Sexual Contingent Self-Worth Scale [8463231]
1	-1	Development and Validation of the Sexual Contingent Self-Worth Scale [a] HT [8463231]
2	-1	This scale for measuring selfesteem vis--vis sexuality will be useful in studies of psychosocial aspects of HIV [8463231]
2	-1	This scale for measuring selfesteem vis--vis sexuality will be useful in studies of psychosocial aspects of HIV  [8463231]
2	-1	Our new paper on relationship between importance of family values and homophobia in Scotland  andLithuania [8477281]
1	-1	Our new paper on relationship between importance of family valuesandhomophobia in ScotlandandLithuania [8477281]
1	-2	Cross cultural analysis shows the role of the family in national identity definition predicts homophobia Open Access [8477281]
1	-1	New by  ,Kalinauskaiteand  Impact of Family Values on Homophobia in LithuaniaandScotland [8477281]
1	-3	Evidence of correlation between national identification and homophobia Important to decouple identities and prejudice [8477281]
2	-1	Full text of my paper with   on homophobia and national endorsement of family values [8477281]
1	-1	Impact of Natl ID and Perceived Importance of Family Values on Homophobic Attitudes in Lithuania and Scotland LGBT [8477281]
1	-1	Impact of Natl ID and Perceived Importance of Family Values on Homophobic Attitudes in Lithuania and Scotland [8477281]
2	-1	Interesting graph [8477281]
1	-1	Religious Beliefs, Gender Consciousness, and Womens Political Participation [8490677]
1	-1	My newest paper w   "Religious Beliefs, Gender Consciousness, and Womens Political Participation" [8490677]
1	-1	Bystander Attitudes to Prevent Sexual Assault A Study of College Students in the US, Japan, India Vietnam and China [8598775]
1	-1	Bystander Attitudes to Prevent Sexual Assault A Study of College Students in the US, Japan, India Vietnam and China h [8598775]
1	-1	Evidence for sex differences in osteoarthritis of the knee - potential for targeted treatment bsd [8609865]
1	-1	Evidence for sex differences in osteoarthritis of the knee - potential for targeted treatment bsd [8609865]
1	-1	Book review on Dispossession the performative in the political by Leticia Sabsay [8698040]
2	-1	Ohhh can't wait to read and cover on EP ) [8719806]
1	-1	"from the perspective of a breastfeeding mother, what characterizes an ideal public sphere in a liberal society?" [8719806]
1	-1	MT   "from the perspective of a breastfeeding mother, what characterizes an ideal public sphere in" [8719806]
1	-4	Sex differences in pain behaviors following three early life stress paradigms (  ) [8730665]
1	-4	Sex differences in pain behaviors following three early life stress paradigms (  )  [8730665]
1	-1	Antnia Casellas' review on Public spaces, gender and diversity Geographies for inclusive cities [8819419]
1	-1	'Stepping through the looking glass The future for women in sport' by R Hall and   womeninsport [8858757]
1	-1	'Stepping Through the Looking Glass The Future for Women in Sport' by Ruth Hall and   scholarsaturday [8858757]
1	-1	'Stepping Through the Looking Glass The Future for Women in Sport' by Ruth Hall and   scholarsaturday  [8858757]
1	-1	Legalizing Parents and Other Caregivers A Family Immigration Policy socialpolitics [8889081]
1	-1	Clare Mariskind's book review on Joining the resistance [8954227]
1	-1	Gender and Society article Carceral and Intersectional Feminism in Congress [8998953]
1	-1	Carceral and Intersectional Feminism in Congress The Violence Against Women Act, Discourse, a gendersociety [8998953]
1	-1	Carceral and intersectional feminism in Congress The Violence Against Women Act, discourse, and policy [8998953]
2	-1	The politics of gender in the UN Security Council resolutions on women, peace and security [9036833]
2	-1	To attract more competitive job candidates, family-supportive policies matter [9076649]
1	-1	Do gender roles and stereotypes about STEM careers explain women and mens science pursuits? New research suggests yes [9099050]
1	-1	Do gender roles and stereotypes about STEM careers explain women and mens science pursuits? New research [9099050]
1	-1	Emma Berman and Jody Emel's review of Buzz urban beekeeping and the power of the bee [9131831]
2	-1	Context matters-living in areas w LGBT resources related to outness/social support and less internalized homophobia [9141999]
1	-1	Context matters for outness Queer women more likely to ComeOut if they live in affirmative places w LGB resources [9141999]
1	-1	Differences Across Contexts Minority Stress and Interpersonal Relationships for Lesbian, Gay and Bisexual Women [a] [9141999]
1	-1	First, first author paper, 3 year in the making Same sex other sex gender differences in adolescent empathy [9146660]
1	-1	Empathy gap starts as early as young teenagers - other evidence shows it can start even earlier [9146660,15437811]
2	-2	Q Why do people care less when men have problems than when women do? A there is a gender empathy gap [9146660]
1	-1	Studying sex as a biological_variable Dos and don'ts [9154442]
1	-1	Here is another which includes perspectives from the Canadian and American funding agencies -- [9154442]
1	-1	Bluehand BluehandFamily BritainFirst realscientists Here is another which includes perspectives from the Ca [9154442]
4	-2	When young ppl are exposed 2 romantic (vs sexual or neutral) cues, they rate themselves as less sexually permissive [9219198]
1	-1	Priming Sexual and Romantic Representations Sex Encourages and Romance Discourages Sexual Permissiveness Sometimes [a [9219198]
1	-1	Priming Sexual and Romantic Representations Sex Encourages and Romance Discourages Sexual Permissiveness Sometimes [a  [9219198]
4	-1	"Sexual" cues prime ppl to rate themselves as more sexually permissive than "romantic" cues [9219198]
4	-1	"Sexual" cues prime ppl to rate themselves as more sexually permissive than "romantic" cues htt [9219198]
1	-1	Sexual Possible Selves and Strategies of 1st-Semester College Students What Do They Hope for and Fear? [a HT [9273255]
1	-1	Sexual Possible Selves and Strategies of 1st-Semester College Students What Do They Hope for and Fear? [a [9273255]
1	-1	Preclinical research getting it Right and moving us closer to Sex-Selective Therapies  bsd [9536437]
1	-1	Preclinical research getting it Right and moving us closer to Sex-Selective Therapies  bsd   [9536437]
1	-1	New piece out in IFjP with Ceridwen Spark on women's political participation in Melanesia [9570841]
2	-1	interesting but doesn't account for why those who could win don't run See [9570841]
1	-1	Sport = Male But Not All Sports Investigating the Gender Stereotypes of Sport Activities at the Explicit and  [9578251]
1	-1	Sport = Male But Not All Sports [9578251]
1	-1	'Investigating the Gender Stereotypes of Sport Activities at the Explicit and Implicit Levels' scholarsaturday [9578251]
1	-1	Women have darker skin, eyes and hair than men given the same genotype [9613669]
1	-1	Women have darker skin, eyes and hair than men given the same genotype   [9613669]
1	-2	New article by   on women's humanrights struggles and collectiveidentity in Honduras WHRD [9627710]
1	-2	Spatial imaginaries and collectiveidentity in womens humanrights struggles in Honduras [9627710]
1	-2	Maaret Jokela-Pansini, Spatial imaginaries and collective identity in womens human rights struggles in Honduras, [9627710]
1	-1	lgbtiq in DRR the pioneer example of WeHo - [9746749]
1	-1	lgbtiq in DRR the pioneer example of WeHo -    [9746749]
1	-2	Weve seen the future and its very diverse beyond gender and disasterCalifornia [9746749]
1	-2	Weve seen the future and its very diverse beyond gender and disasterCalifornia    [9746749]
1	-2	"Looking at [porn] appears to be reasonably common in Australia, with adverse effects reported by a small minority" [9752190]
1	-2	Very few individuals consider themselves addicted to pornography most see benefits, [9752190]
1	-2	"Looking at pornographic material [is] common in Australia, with adverse effects reported by a small minority" [9752190]
1	-1	Nationally representative study in Australia Adverse effects of porn use reported by only small minority of users [9752190]
1	-1	Nationally representative study in Australia Adverse effects of porn use reported by only small minority of users ht [9752190]
1	-1	A Profile of Pornography Users in Australia Findings From the Second Australian Study of Health and Relationships [9752190]
1	-3	4% of Australian men report porn addiction - but only 1/2 of those think it's a bad thing! [9752190]
1	-3	4% of Australian men report porn addiction - but only 1/2 of those think it's a bad thing!  [9752190]
5	-3	New study N=20,094 Australians age 16-69 sex films overwhelmingly positive effects &lt1% problem [9752190]
5	-3	New study N=20,094 Australians age 16-69, sex films overwhelmingly positive effects, &lt1% problem [9752190]
5	-3	New study N=20,094 Australians age 16-69, sex films overwhelmingly positive effects, &lt1% problem h [9752190]
1	-1	Profile of Porn Users in Australia Findings From 2nd Australian Study of Health and Relationships [a] HT [9752190]
1	-1	Profile of Porn Users in Australia Findings From 2nd Australian Study of Health and Relationships [a] [9752190]
1	-3	Link this study whenever you hear   /   bang on about the harms of pornography auspol [9752190]
3	-3	A lot of porn talk lately Here are the facts most Aussies consume porn, overwhelming majority rate it positively [9752190]
3	-3	A lot of porn talk lately Here are the facts most Aussies consume porn, overwhelming majority rate it positively  [9752190]
2	-5	"childfree [ie childfree-by-choice] women elicited envy, disgust, and harm behaviors" perfect [9820743]
1	-1	I Dont Need Help Gender Differences in how Gender Stereotypes Predict Help-Seeking - Sex Roles J Res [9821148]
3	-4	Estrous cycle influences excitatory amino acid transport and visceral pain sensitivity in [9826808]
3	-4	Estrous cycle influences excitatory amino acid transport and visceral pain microbiome [9826808]
3	-4	Estrous cycle influences excitatory amino acid transport, visceral pain in rat effects of early-life stress [9826808]
1	-1	Toward a Relational Understanding of Objectification, Body Image, and Preventive Sexual Health [9867086]
1	-1	Toward a Relational Understanding of Objectification, Body Image and Preventive SexualHealth [a] HT [9867086]
1	-1	Toward a Relational Understanding of Objectification, Body Image and Preventive SexualHealth [a] HT [9867086]
2	-1	Young Womens Views of Unwanted Sex By MSW Annie Bruns'16 and Dr Bay-Cheng  -free article! [10073777]
3	-1	How women perceive their unwanted sexual experiences depends on social and financial success [10073777]
1	-2	SAGEpsychology Yes, But Young Womens Views of Unwanted Sex at the Intersection of Gender and Class PWQ4U [10073777]
2	-1	Interesting and important - 'Yes, But Young Womens Views of Unwanted Sex at the Intersection of Gender and Class' [10073777]
2	-1	Interesting and important - 'Yes, But Young Womens Views of Unwanted Sex at the Intersection of Gender and Class'  [10073777]
1	-2	affective inequalities in possibilities for consensual and wanted sex [10073777]
1	-1	Yes, But Young Womens Views of Unwanted Sex at the Intersection of Gender and Class [10073777]
1	-3	Review of The spirit of revolution beyond the dead ends of man [10133406]
1	-1	New in BSD Becker et al "Female rats are not more variable than male rats a meta-analysis of neuroscience studies [10183177]
3	-1	Important new paper from my awesome colleague Jill Becker, with Brian Prendergast and Jing Liang [10183177]
1	-1	"among diverse traits relevant to neuroscience, female rats are no more variable than male rats" bsd [10183177]
1	-1	Female rats are not more variable than male rats a meta-analysis of neuroscience studies - bsd [10183177]
1	-1	Female rats are not more variable than male rats a meta-analysis of neuroscience studies bsd [10183177]
1	-1	NIHOBSSRFemale rats are not more variable than male rats a meta-analysis of neuroscience studies NIDAnews UCh [10183177]
1	-1	New in BSD Becker et al "Female rats are not more variable than male rats a meta-analysis of neuroscience studies  [10183177]
1	-1	Female rats are not more variable than male rats a meta-analysis of neuroscience studies [10183177]
1	-1	NIHOBSSRFemale rats are not more variable than male rats a meta-analysis of neuroscience studies UMBME  cunyn [10183177]
1	-1	Female rats are not more variable than male rats a meta-analysis of neuroscience studies    [10183177]
2	-1	old dude with old data- we're not more variable! [10183177]
1	-1	Female rats are not more variable than male rats according to a new study published in [10183177]
1	-2	Lack of female rats in neuroscience studies causes scientific bias via [10183177]
1	-1	Meta-analysis male rats are not more variable than female rats in any way [10183177]
1	-1	Female rats are not more variable than male rats [10183177]
1	-1	Female Rats are Not More Variable than Male Rats = No more excuses for single sex animal studies [10183177]
3	-1	Great work by   Female rats are not more variable than male rats bsd [10183177]
1	-2	Lack of female rats in neuroscience studies causes scientific bias [10183177]
3	-1	Totally agree! Great it has been finally shown  It's often forgotten that males also fluctuate with their testosterone levels [10183177]
2	-1	Females are not more variable, so stop using that excuse for not studying them! Evidence here wcbr2017 [10183177]
2	-1	Females are not more variable, so stop using that excuse for not studying them! Evidence here  [10183177]
1	-2	Angela Colantonio at pink TBI Female rats no more variable than males No reason to exclude women IBIA2017 [10183177]
1	-2	For a source of female mice NOT being more variable than male mice, that ref mentions some soruces but also [10183177]
1	-1	When Womens Gains Equal Mens Losses Predicting a Zero-Sum Perspective of Gender Status - - Springer [10213200]
1	-1	Our writerscrushwednesday is Prof Joelle Ruthig  Check out her newest article on gender and zero sum games here [10213200]
3	-1	"Straight girls kissing" isn't limited to colleges, but its meaning changes in less elite places by [10214292]
3	-1	Straight girls kissing? Understanding same-gender sexuality beyond the elite college campus [10214292]
3	-1	Straight girls kissing? Understanding same-gender sexuality beyond the elite college campus   [10214292]
1	-1	"Straight Girls Kissing"? Understanding Same-Gender Sexuality beyond the Elite College Campus gendersociety [10214292]
1	-1	Y is samesex sex more common among less educated straight-identified women? Interviews w/noncollege women clarify [10214292]
1	-1	'Knowing your status and your partners status is really where it starts' menshealth LGBT [10245807]
1	-1	A Qualitative Exploration of the Process by Which a Sexual Partners HIV Status Can Influence Sexual Decision Making [10245807]
1	-1	SexSciSociety  cygraham_graham A Qualitative Exploration of the Process by Which a Sexual Partners HIV Sta [10245807]
1	-1	nRICHd_Pursuits  SexSciSociety  cygraham_graham A Qualitative Exploration of the Process by Which a Sexu [10245807]
1	-1	A Qualitative Exploration of the Process by Which a Sexual Partners HIV Status Can Influence Sexual Decision Making h [10245807]
1	-2	New OA research from IFJP | How organizational research can avoid the pitfalls of a co-optation perspective gender [10262792]
1	-2	New OA research from IFJP | How organizational research can avoid the pitfalls of a co-optation perspective [10262792]
1	-2	How organizational research can avoid the pitfalls of co-optation gender equality work in Austrian universities [10262792]
2	-1	Angelika Striedlinger's piece in our special section on cooptation of feminist agendas is openaccess [10262792]
1	-1	gender and foodsecurity in Bangladesh the impact of climatechange [10269260]
3	-1	Positive Feelings After Casual Sex The Role of Gender and Traditional Gender-Role Beliefs [10270182]
3	-1	Positive Feelings After Casual Sex The Role of Gender and Traditional Gender-Role Beliefs    h [10270182]
3	-1	Positive Feelings After Casual Sex The Role of Gender and Traditional Gender-Role Beliefs  [10270182]
1	-1	the healthy way [10270182]
3	-1	What predicts sexual pleasure and positive affect w/ CasualSex? For women and men, being sexually assertive [10270182]
3	-1	What predicts sexual pleasure and positive affect w/ CasualSex? For women and men, being sexually assertive h [10270182]
3	-1	What predicts sexual pleasure and positive affect w/i CasualSex? For both women and men, it's being sexually assertive [10270182]
1	-3	Sample of students indicate that traditionalism linked to worse experiences with casual sex HT [10270182]
1	-1	Prevalence of Sexual Aggression Victimization and Perpetration in a Sample of Female and Male College Students in Turkey [10273023]
1	-1	Prevalence of Sexual Aggression Victimization and Perpetration in a Sample of Female and Male College Students in Turkey h [10273023]
1	-3	Journal of Sex Research publishes OPEN ACCESS study on prevalence of sexual aggression among young adults in Turkey [10273023]
1	-3	Routledgepsych Journal of Sex Research publishes OPEN ACCESS study on prevalence of sexual aggression among you [10273023]
1	-3	Journal of Sex Research publishes OPEN ACCESS study on prevalence of sexual aggression among young adults in Turkey htt [10273023]
1	-3	Journal of Sex Research publishes open access study on prevalence of sexual aggression among young adults in Turkey [10273023]
